Function Name,Param Names,Param Descriptions
a!paragraphField(),"a!paragraphField(label, instructions, required, readOnly, disabled, value, validations, saveInto, refreshAfter, labelPosition, validationGroup, requiredMessage, height, placeholder, helpTooltip, showWhen, accessibilityText, characterLimit, showCharacterCount)","label: Text to display as the field label. instructions: Supplemental text about this field. required: Determines if a value is required to submit the form. Default: false. readOnly: Determines if the field should display as not editable. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. Default: false. value: Text to display in the field. validations: Validation errors to display below the field when the value is not null. saveInto: One or more variables that are updated with the text when the user changes it. Use a!save() to save a modified or alternative value to a variable. refreshAfter: Determines when the interface is refreshed with the saved value from the barcode field. Valid values are ""KEYPRESS"" to refresh after every character typed into the field and ""UNFOCUS"" (the default value) to refresh when the user deselects the field after changing its value. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. requiredMessage: Custom message to display when the field's value is required and not provided. height: Determines the field height. Valid values: ""SHORT"", ""MEDIUM"" (default), ""TALL"". placeholder: Text to display in the field when it is empty. Does not show if the field is read only. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. characterLimit: Determines the maximum number of characters. Depending on the language, some characters may count as more than one. showCharacterCount: Determines if the character count displays on the paragraph field. Only applicable if the character limit is set. Default: true. "
a!pieChartField(),"a!pieChartField(label, instructions, series, showDataLabels, showTooltips, showAsPercentage, labelPosition, helpTooltip, accessibilityText, showWhen, colorScheme, style, seriesLabelStyle, height, data, config, refreshAlways, refreshAfter, refreshInterval, refreshOnReferencedVarChange, refreshOnVarChange)","label: Text to display as the field label. instructions: Supplemental text about this field. series: Array of data series created with a!chartSeries(). showDataLabels: Determines if data values are displayed with each pie slice. Default: false. showTooltips: Determines if a tooltip displays the data value for a pie slice. Default: false. showAsPercentage: Determines if the data is shown as a percentage. Default: false. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. colorScheme: Determines which color scheme to use in the chart. Use one of the following valid values: ""CLASSIC"" (default), ""MIDNIGHT"", ""OCEAN"", ""MOSS"", ""BERRY"", ""PARACHUTE"", ""RAINFOREST"", ""SUNSET"" or define a custom color scheme using a!colorSchemeCustom. See Chart Color Scheme for color scheme examples. style: Determines if the chart displays as a full pie or as a donut. Valid values: ""PIE"" (default), ""DONUT"". seriesLabelStyle: Determines where to display the series labels. Valid values: ""ON_CHART"" (default), ""LEGEND"", ""NONE"". height: Determines the chart height. Valid values: ""SHORT"", ""MEDIUM"" (default), ""TALL"". data: Reference to the record type used for the source of this chart. Can accept a!recordData or a Record Type Reference. config: Configures how to display data on the chart, including fields used for calculations and grouping, using a!pieChartConfig(). refreshAlways: When true, chart data will be refreshed after each user interaction and each interval refresh. Default: false. refreshAfter: Refreshes chart data each time a specified event completes. Valid values: ""RECORD_ACTION"". refreshInterval: How often chart data gets refreshed in minutes. When null, chart data will not be refreshed on an interval. Valid values: ""0.5"", ""1"", ""2"", ""3"", ""4"", ""5"", ""10"", ""30"", and ""60"". refreshOnReferencedVarChange: When true, chart data will be refreshed each time the value of any variable referenced in the data parameter is updated. To refresh chart data when another variable that is not used in the data parameter changes, use refreshOnVarChange. Default: true. refreshOnVarChange: Refreshes chart data each time any of these specific variables change. This allows you to refresh the chart data when a variable that is not referenced in the data parameter is updated. You can define a single variable (e.g. refreshOnVarChange: local!var1) or a list of variables (e.g. refreshOnVarChange: {local!var1, local!var2}). "
a!pieChartConfig(),"a!pieChartConfig(primaryGrouping, measures, sort, dataLimit, link)","primaryGrouping: Defines the field labels to display for each slice of the pie chart, configured using a!grouping(). measures: Defines the numerical calculations for data in the chart, configured using a!measure(). If no measure is provided, a count of records shows as the measurement in the chart. sort: Use a!sortInfo() to define a sort in ascending or descending order. Use the alias of any groupings or measures to sort by the values in the chart. Use a record field or related record field reference to sort by data that is not referenced in the chart. dataLimit: Maximum number of data points to display on the chart. Default: 100. Valid values: 1-5000. link: Link to execute when a user selects a data point on the chart. Use fv!selection to pass context from the selection made on the chart to the link. Create a link using a!dynamicLink(). "
a!processTaskLink(),"a!processTaskLink(label, task, showWhen, openLinkIn)","label: Text displayed as the link name the user clicks on. task: ID of the process task to use as the address of the link. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. openLinkIn: (Browser-Only) Determines where the linked content should open. Valid values: ""SAME_TAB"" (default), ""NEW_TAB"". "
a!progressBarField(),"a!progressBarField(label, instructions, percentage, labelPosition, helpTooltip, accessibilityText, color, showWhen, style, showPercentage, marginAbove, marginBelow)","label: Text to display as the field label. instructions: Supplemental text about this field. percentage: Number to display between 0 and 100. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. color: Determines the color. Valid values: Any valid hex color or ""ACCENT"" (default), ""POSITIVE"", ""NEGATIVE"", ""WARN"". showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. style: Thickness of the progress bar. Valid values: ""THIN"" (default), ""THICK"". showPercentage: Determines whether the progress bar displays the percentage. Default: true. marginAbove: Determines how much space is added above the layout. Valid values: ""NONE"" (default), ""EVEN_LESS"", ""LESS"", ""STANDARD"", ""MORE"", ""EVEN_MORE"". marginBelow: Determines how much space is added below the layout. Valid values: ""NONE"", ""EVEN_LESS"", ""LESS"", ""STANDARD"" (default), ""MORE"", ""EVEN_MORE"". "
a!radioButtonFieldByIndex(),"a!radioButtonFieldByIndex(label, instructions, required, disabled, choiceLabels, value, validations, saveInto, validationGroup, requiredMessage, labelPosition, choiceLayout, helpTooltip, accessibilityText, showWhen, choiceStyle)","label: Text to display as the field label. instructions: Supplemental text about this field. required: Determines if a value is required to submit the form. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. Default: false. choiceLabels: Array of options for the user to select. value: Index of the choice to display as selected. validations: Validation errors to display below the field when the value is not null. saveInto: One or more variables that are updated with the choice index when the user changes the selection. Use a!save() to save a modified or alternative value to a variable. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. requiredMessage: Custom message to display when the field's value is required and not provided. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. choiceLayout: Determines the layout. Valid values: ""STACKED"" (default), ""COMPACT"". helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. choiceStyle: Determines how the choices should be displayed on the interface. Valid values: ""STANDARD"" (default), ""CARDS"". "
a!radioButtonField(),"a!radioButtonField(label, instructions, required, disabled, choiceLabels, choiceValues, value, validations, saveInto, validationGroup, requiredMessage, labelPosition, choiceLayout, helpTooltip, accessibilityText, showWhen, choiceStyle)","label: Text to display as the field label. instructions: Supplemental text about this field. required: Determines if a value is required to submit the form. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. Default: false. choiceLabels: Array of options for the user to select. choiceValues: Array of values associated with the available choices. value: Value of choice to display as selected. validations: Validation errors to display below the field when the value is not null. saveInto: One or more variables that are updated with the choice value when the user changes the selection. Use a!save() to save a modified or alternative value to a variable. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. requiredMessage: Custom message to display when the field's value is required and not provided. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. choiceLayout: Determines the layout. Valid values: ""STACKED"" (default), ""COMPACT"". helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. choiceStyle: Determines how the choices should be displayed on the interface. Valid values: ""STANDARD"" (default), ""CARDS"". "
a!recordActionField(),"a!recordActionField(actions, style, display, openActionsIn, align, accessibilityText, showWhen)","actions: List of record action items to display, configured using a!recordActionItem(). style: Determines how the list of actions should be displayed on the interface. Valid values: ""TOOLBAR"" (default), ""LINKS"", ""CARDS"", ""SIDEBAR"", ""CALL_TO_ACTION"", ""MENU"", ""MENU_ICON"", ""TOOLBAR_PRIMARY"", ""SIDEBAR_PRIMARY"". See the record action design guidance for details on how to use different styles effectively. display: Determines how the given action labels will be displayed in each item. Valid values: ""LABEL_AND_ICON"" (default), ""LABEL"", ""ICON"". openActionsIn: Determines how actions should open to the user. Valid values: ""DIALOG"" (default), ""NEW_TAB"", ""SAME_TAB"". align: Determines alignment of the action(s). Valid values: ""START"", ""CENTER"", ""END"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. "
a!recordActionItem(),"a!recordActionItem(action, identifier)","action: A record action reference associated with a record type, configured using the recordType! domain. For example, recordType!Case.actions.editCase, will use the display name, process model, icon, context, and visibility set in the action configured in the record type. identifier: Individual record ID within the record type. Only required for related actions. - For record types that use a database as a data source, record ID is the primary key in the data store entity. - For record types that use a process as the data source, record ID is the ID for the process. - For record types that use a web service as the data source, record ID is the value returned to the ID field of the DataSubset produced by the record's source expression. "
a!recordLink(),"a!recordLink(label, recordType, identifier, dashboard, showWhen, openLinkIn)","label: Text displayed as the link name the user clicks on. recordType: The record type of the linked record view. Use the recordType! domain to reference the record type. identifier: The record ID (identifier) identifies the individual record within the record type. For entity-backed records, record ID is the primary key in the data store entity. For process-backed records, record ID is the ID for the process. For service-backed records, record ID is the value returned to the ID field of the DataSubset produced by the record's source expression. dashboard: The URL of the dashboard to open for the record. Default is ""summary"". The URL Stub for each configured record view can be found on the record type object's Views page. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. openLinkIn: (Browser-Only) Determines where the linked content should open. Valid values: ""SAME_TAB"" (default), ""NEW_TAB"". "
a!pickerFieldRecords(),"a!pickerFieldRecords(label, labelPosition, instructions, helpTooltip, placeholder, maxSelections, recordType, filters, value, saveInto, required, requiredMessage, readOnly, disabled, validations, validationGroup, accessibilityText, showWhen, showRecordLinks)","label: Text to display as the field label. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. instructions: Supplemental text about this field. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". placeholder: Text to display in the field when it is empty. Does not show if the field is read only. maxSelections: Maximum number of allowed selections. Once this number is reached, further selections are blocked until a selection is removed. recordType: Required, singular. Filters picker to select records of this type. filters: A single logical expression or a list of query filters can be provided to apply additional filters to the record set. Queries inherit the default filters defined on the referenced record type. Service-backed record types can only be filtered using a logical expression if data sync is enabled. value: Array of currently selected records. This will be either a List of Text or a List of Number (Integer), depending on the recordType selected. saveInto: One or more variables that are updated with the array of selected records when the user selects or removes a record. Use a!save() to save a modified or alternative value to a variable. required: Determines if a value is required to submit the form. Default: false. requiredMessage: Custom message to display when the field's value is required and not provided. readOnly: Determines if the field should display as not editable. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. Default: false. validations: Validation errors to display below the field when the value is not null. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. showRecordLinks: Determines whether selected records display links to their summary views. Default: true. "
a!pickerFieldRecords_22r1(),"a!pickerFieldRecords_22r1(label, labelPosition, instructions, helpTooltip, placeholder, maxSelections, recordType, filters, value, saveInto, required, requiredMessage, readOnly, disabled, validations, validationGroup, accessibilityText, showWhen, showRecordLinks)","label: Text to display as the field label. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. instructions: Supplemental text about this field. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". placeholder: Text to display in the field when it is empty. Does not show if the field is read only. maxSelections: Maximum number of allowed selections. Once this number is reached, further selections are blocked until a selection is removed. recordType: Required, singular. Filters picker to select records of this type. filters: List of filters to apply when searching for records. value: Array of currently selected records. This will be either a List of Text or a List of Number (Integer), depending on the recordType selected. saveInto: One or more variables that are updated with the array of selected records when the user selects or removes a record. Use a!save() to save a modified or alternative value to a variable. required: Determines if a value is required to submit the form. Default: false. requiredMessage: Custom message to display when the field's value is required and not provided. readOnly: Determines if the field should display as not editable. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. Default: false. validations: Validation errors to display below the field when the value is not null. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. showRecordLinks: Determines whether selected records display links to their summary views. Default: true. "
a!reportLink(),"a!reportLink(label, report, showWhen, openLinkIn)","label: Text associated with this link. report: The linked report or task report. showWhen: Determines whether the link is displayed in the component. When set to false, the component is hidden and is not evaluated. Default: true. openLinkIn: (Browser-Only) Determines where the linked content should open. Valid values: ""SAME_TAB"" (default), ""NEW_TAB"". "
a!richTextDisplayField(),"a!richTextDisplayField(label, labelPosition, instructions, align, value, helpTooltip, accessibilityText, showWhen, preventWrapping, tooltip, marginAbove, marginBelow)","label: Text to display as the field label. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. instructions: Supplemental text about this field. align: Determines alignment of the text value. Valid values: ""LEFT"", ""CENTER"", ""RIGHT"". Does not apply to lists. value: Array of rich text to display. Create rich text using a combination of text, a!richTextItem(), a!richTextHeader(), a!richTextImage(), a!richTextIcon(), a!richTextBulletedList(), or a!richTextNumberedList(). Example: {""Hello "", a!richTextItem(text: ""World"", style: ""STRONG""), ""!""}. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. preventWrapping: Determines if wrapping to multiple lines will be prevented. When set to true, each header, paragraph, or list item will truncate to a single line. Default: false. tooltip: Text to display on mouseover (web) or long press (mobile). marginAbove: Determines how much space is added above the layout. Valid values: ""NONE"" (default), ""EVEN_LESS"", ""LESS"", ""STANDARD"", ""MORE"", ""EVEN_MORE"". marginBelow: Determines how much space is added below the layout. Valid values: ""NONE"", ""EVEN_LESS"", ""LESS"", ""STANDARD"" (default), ""MORE"", ""EVEN_MORE"". "
a!scatterChartField(),a!scatterChartField(datalabelinstructionsxAxisTitleyAxisTitleyAxisMinyAxisMaxxAxisMinxAxisMaxreferenceLinesshowDataLabelsshowTooltipsshowLegendallowDecimalAxisLabelslabelPositionhelpTooltipaccessibilityTextshowWhencolorSchemeheightxAxisStyleyAxisStylerefreshAlwaysrefreshIntervalrefreshOnReferencedVarChangerefreshOnVarChangerefreshAfterprimaryGroupingsecondaryGroupingxAxisMeasureyAxisMeasuresortdataLimitlink),"data: Reference to a synced record type or unsynced database-backed record type used as the source of the chart. Can accept a!recordData or a record type reference. label: Text to display as the field label. instructions: Supplemental text about the chart. xAxisTitle: Title for the horizontal axis. yAxisTitle: Title for the vertical axis. xAxisMin: Determines the minimum displayed point on the horizontal axis. xAxisMax: Determines the maximum displayed point on the horizontal axis. yAxisMin: Determines the minimum displayed point on the vertical axis. yAxisMax: Determines the maximum displayed point on the vertical axis. referenceLines: Array of reference line values for each threshold to be defined on the chart. Configured using a!chartReferenceLine(). showDataLabels: Determines if data values are displayed next to each data point. Default: false. showLegend: When a secondary grouping is used, determines if a color legend displays below the chart. Default: true. showTooltips: Determines if a tooltip displays the data value for each data point. Default: true. allowDecimalAxisLabels: Allows values to display as decimal numbers instead of integers. Default: false. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. colorScheme: Determines which color scheme to use in the chart. Use one of the following valid values: ""CLASSIC"" (default), ""MIDNIGHT"", ""OCEAN"", ""MOSS"", ""BERRY"", ""PARACHUTE"", ""RAINFOREST"", ""SUNSET"" or define a custom color scheme using a!colorSchemeCustom. See Chart Color Scheme for color scheme examples. height: Determines the chart height. Valid values: ""SHORT"", ""MEDIUM"" (default), ""TALL"". xAxisStyle: Determines how to display the labels and axis separators for the X-Axis. Valid values: ""STANDARD"" (default), ""NONE"". yAxisStyle: Determines how to display the labels, axis separators, and grid lines for the Y-Axis. Valid values: ""STANDARD"" (default), ""MINIMAL"", ""NONE"". refreshAlways: When true, chart data will be refreshed after each user interaction and each interval refresh. Default: false. refreshInterval: How often chart data gets refreshed in minutes. When null, chart data will not be refreshed on an interval. Valid values: ""0.5"", ""1"", ""2"", ""3"", ""4"", ""5"", ""10"", ""30"", and ""60"". refreshOnReferencedVarChange: When true, chart data will be refreshed each time the value of any variable referenced in the data parameter is updated. To refresh chart data when another variable that is not used in the data parameter changes, use refreshOnVarChange. Default: true. refreshOnVarChange: Refreshes chart data each time any of these specific variables change. This allows you to refresh the chart data when a variable that is not referenced in the data parameter is updated. You can define a single variable (e.g. refreshOnVarChange: local!var1) or a list of variables (e.g. refreshOnVarChange: {local!var1, local!var2}). refreshAfter: Refreshes chart data each time a specified event completes. Valid values: ""RECORD_ACTION"". primaryGrouping: Defines the field labels to display on the points in the chart. Configured using a!grouping(). secondaryGrouping: Defines the field labels to display on the points in the chart. Configured using a!grouping(). xAxisMeasure: Defines the numerical calculations for the x-axis of the chart. Configured using a!measure(). yAxisMeasure: Defines the numerical calculations for the y-axis of the chart. Configured using a!measure(). sort: Use a!sortInfo() to define a sort in ascending or descending order. Use the alias of any groupings or measures to sort by the values in the chart. Use a record field or related record field reference to sort by data that is not referenced in the chart. dataLimit: Maximum number of data points to display on the chart. Default: 5000. Valid values: 1-5000. link: Link to execute when a user selects a data point on the chart. Use fv!selection to pass context from the selection made on the chart to the link. Create a link using a!dynamicLink(). "
a!sectionLayout(),"a!sectionLayout(label, contents, validations, validationGroup, isCollapsible, isInitiallyCollapsed, showWhen, divider, marginBelow, accessibilityText, labelIcon, iconAltText, labelSize, labelHeadingTag, labelColor, dividerColor, dividerWeight, marginAbove)","label: Text to display as the section's title. contents: Components and layouts to display in the section body. validations: Validation errors to display above the section. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. See the documentation for more information about how to use validation groups. isCollapsible: Determines if an expand/collapse control appears in the section label. Default is false. isInitiallyCollapsed: Determines if the section is collapsed when the interface first loads. Default is false. showWhen: Determines whether the layout is displayed on the interface. When set to false, the layout is hidden and is not evaluated. Default: true. divider: Determines where a divider appears within the section. Valid values: ""NONE"" (default), ""ABOVE"", ""BELOW"". marginBelow: Determines how much space is added below the layout. Valid values: ""NONE"", ""EVEN_LESS"", ""LESS"", ""STANDARD"" (default), ""MORE"", ""EVEN_MORE"". accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. labelIcon: Icon to display next to the label. For a list of available icons, see the Styled Icon component. iconAltText: Equivalent alternate text for use by screen readers. labelSize: Determines the label size. Valid values: ""LARGE_PLUS"", ""LARGE"", ""MEDIUM_PLUS"", ""MEDIUM"" (default), ""SMALL"", ""EXTRA_SMALL"". labelHeadingTag: Determines the heading tag associated with the label for use by screen readers; produces no visible change. Valid values: ""H1"", ""H2"", ""H3"", ""H4"", ""H5"", ""H6"". The default is dependent on the chosen label size. For more information on header tags, see our header accessibility guidance. labelColor: Determines the label color. Valid values: Any valid hex color or ""ACCENT"" (default), ""STANDARD"", ""POSITIVE"", ""NEGATIVE"", ""SECONDARY"". dividerColor: Determines the divider line color. Valid values: Any valid hex color or ""SECONDARY"" (default), ""STANDARD"", ""ACCENT"". dividerWeight: Determines the divider line thickness. Valid values: ""THIN"" (default), ""MEDIUM"", ""THICK"". marginAbove: Determines how much space is added above the layout. Valid values: ""NONE"" (default), ""EVEN_LESS"", ""LESS"", ""STANDARD"", ""MORE"", ""EVEN_MORE"". "
a!sideBySideItem(),"a!sideBySideItem(item, width, showWhen)","item: The component to display inside the layout. width: Determines the amount of space allocated to each of the items in the row. Valid values: ""AUTO"" (default), ""MINIMIZE"", ""1X"", ""2X"", ""3X"", ""4X"", ""5X"", ""6X"", ""7X"", ""8X"", ""9X"", and ""10X"". showWhen: Determines whether the component or layout is displayed on the interface. When set to false, the component or layout is hidden and is not evaluated. Default: true. "
a!sideBySideLayout(),"a!sideBySideLayout(items, alignVertical, showWhen, spacing, marginBelow, stackWhen, marginAbove)","items: List of items that are displayed in the layout. Accepts a!sideBySideItem. alignVertical: Determines vertical alignment of all content within the layout. Valid values are ""TOP"" (default), ""MIDDLE"", and ""BOTTOM"". showWhen: Determines whether the layout is displayed on the interface. When set to false, the layout is hidden and is not evaluated. Default: true. spacing: Determines the space between columns in the layout when they are not stacked. Valid values: ""STANDARD"" (default), ""NONE"", ""DENSE"", ""SPARSE"". marginBelow: Determines how much space is added below the layout. Valid values: ""NONE"", ""EVEN_LESS"", ""LESS"", ""STANDARD"" (default), ""MORE"", ""EVEN_MORE"". stackWhen: Determines the page width at which side by side items stack vertically. List all widths where items should stack. Valid values: ""PHONE"", ""TABLET_PORTRAIT"", ""TABLET_LANDSCAPE"", ""DESKTOP_NARROW"", ""DESKTOP"", ""DESKTOP_WIDE"", ""NEVER"" (default). marginAbove: Determines how much space is added above the layout. Valid values: ""NONE"" (default), ""EVEN_LESS"", ""LESS"", ""STANDARD"", ""MORE"", ""EVEN_MORE"". "
a!signatureField(),"a!signatureField(label, labelPosition, instructions, helpTooltip, target, fileName, fileDescription, value, saveInto, required, requiredMessage, buttonStyle, buttonSize, readOnly, disabled, validationGroup, accessibilityText, showWhen)","label: Text to display as the field label. labelPosition: Determines where the label appears. Valid values: ""ABOVE"" (default) Displays the label above the component. ""ADJACENT"" Displays the label to the left of the component. ""COLLAPSED"" Hides the label. The label will still be read by screen readers; see accessibility considerations for more information. ""JUSTIFIED"" Aligns the label alongside the component starting at the edge of the page instructions: Supplemental text about this field. helpTooltip: Displays a help icon with the specified text as a tooltip. The tooltip displays a maximum of 500 characters. The help icon does not show when the label position is ""COLLAPSED"". target: Determines the eventual location of the saved signature file. fileName: Determines the name for the signature file. When not provided, the timestamp will be used. fileDescription: Determines the description for the signature file. When not provided, the description of the new file is empty. value: The signature file associated with this field. saveInto: Variable that is updated with the signature file when the user saves a signature. Removing a signature file removes the document and saves a null. Use a!save() to save a modified or alternative value to a variable. required: Determines if a value is required to submit the form. Default: false. requiredMessage: Custom message to display when the value of the field is required but not provided. buttonStyle: Determines the style of the signature button. Valid values: ""PRIMARY"", ""SECONDARY"" (default), ""STANDARD"", ""LINK"". buttonSize: Determines the size of the signature button. Valid values: ""SMALL"" (default), ""STANDARD"", ""LARGE"". readOnly: Determines if the field should display as not editable. Default: false. disabled: Determines if the field should display as potentially editable but grayed out. When a signature is present in this state, it may not be deleted. Default: false. validationGroup: When present, this field is only validated when a button in the same validation group is pressed. accessibilityText: Additional text to be announced by screen readers. Used only for accessibility; produces no visible change. showWhen: Determines whether the component is displayed on the interface. When set to false, the component is hidden and is not evaluated. Default: true. "
